"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.845154958E0,9.441616058E0,-8.856931915E0,-1.094823303E0,1.299184340E1
1.855229958E0,9.605974274E0,-9.455686798E0,-1.370998993E0,1.354859376E1
1.865303958E0,9.661658478E0,-1.009815079E1,-1.636397095E0,1.407117939E1
1.875377958E0,9.667196960E0,-1.045171555E1,-1.685944061E0,1.433650802E1
1.885451958E0,9.495054932E0,-1.040456360E1,-1.633253632E0,1.418021612E1
1.895526958E0,9.048982544E0,-9.993368683E0,-1.649270325E0,1.358203208E1
1.905600958E0,8.605604553E0,-9.050180054E0,-1.490899658E0,1.257716067E1
1.915674958E0,8.359067230E0,-7.910001068E0,-1.097517700E0,1.156056517E1
1.925748958E0,8.103099518E0,-6.766079865E0,-8.403524780E-1,1.058991269E1
1.935823958E0,7.968828735E0,-5.956862640E0,-1.013392639E0,1.000067041E1
1.945897958E0,8.133785706E0,-5.745502167E0,-1.450932770E0,1.006352180E1
1.955971958E0,8.444838867E0,-5.861660614E0,-1.930834808E0,1.045956460E1
1.966045958E0,8.990005188E0,-6.081104279E0,-2.407294006E0,1.111733273E1
1.976120958E0,9.394613800E0,-6.289321289E0,-3.021017761E0,1.170217412E1
1.986194958E0,9.463769989E0,-6.433770905E0,-3.490441589E0,1.196409349E1
1.996268958E0,9.283245392E0,-6.370602264E0,-3.611090698E0,1.182384008E1
2.006342958E0,8.776848450E0,-6.211932220E0,-3.621119843E0,1.134608653E1
2.016417958E0,8.343649292E0,-6.026318207E0,-3.495680695E0,1.086981040E1
2.026491958E0,8.036488037E0,-5.893244934E0,-3.229234772E0,1.047584999E1
2.036565958E0,7.635022888E0,-5.687722321E0,-2.863844604E0,9.942100664E0
2.046639958E0,7.150779877E0,-5.401367798E0,-2.628384247E0,9.338995164E0
2.056714958E0,6.829697571E0,-5.029990082E0,-2.518063660E0,8.847949691E0
