"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.151597750E0,-6.067781982E0,-1.284044815E1,-1.962119751E0,1.433684068E1
3.161671750E0,-4.648583221E0,-1.208826233E1,-1.641037445E0,1.305482348E1
3.171746750E0,-2.415526886E0,-1.080153809E1,-9.222322083E-1,1.110668751E1
3.181820750E0,-1.057101746E0,-1.091036179E1,1.989363098E-1,1.096325837E1
3.191894750E0,-4.787045288E-1,-1.193049042E1,4.938230896E-1,1.195029794E1
3.201969750E0,-2.272274780E-1,-1.289747955E1,3.733236694E-1,1.290488209E1
3.212043750E0,-1.221459961E-1,-1.369756577E1,5.150788879E-1,1.370779099E1
3.222117750E0,-2.395019531E-2,-1.408136765E1,7.376660156E-1,1.410069642E1
3.232192750E0,-1.230441284E-1,-1.416070267E1,9.638456726E-1,1.419400008E1
3.242266750E0,-1.544787598E-1,-1.373319168E1,8.951385498E-1,1.376320059E1
3.252340750E0,-8.008346558E-2,-1.305659866E1,1.814227295E-1,1.305810462E1
3.262415750E0,-7.195536804E-1,-1.193872330E1,-3.313509521E0,1.241089106E1
